PWSID,Water System Name,Water System Classification,Water System Ownership,Physical location Address 1,Physical location Address 2,Physical location City,Physical location Zip,Website URL,Population Res,WR Type CODE,Water Rate Type,WR Num Tiers,WR Rate Updated,WR Rate Changes,WR Frequency,WR New Connection Fee,WR Connection Fee Updated,WR SF FBR,WR SF Amt per HCF,WR SF Amt Low,WR SF Amt High,WR SF Amt per HCF Low,WR SF Amt per HCF High,WR MF FBR,WR MF Amt per HCF,WR MF Amt Low,WR MF Amt High,WR MF Amt per HCF Low,WR MF Amt per HCF High,WR Subsidies,WR S FBR,WATER RATES Lifeline UUR VOLUME,WR S Amt Low,WR S Amt High,WR S Amt per HCF Low,WR S Amt per HCF High,WR S Amt Percent,WR CI FBR,WR CI Amt per HCF,WR CI Amt Low,WR CI Amt High,WR CI Amt per HCF Low,WR CI Amt per HCF High,WR I FBR,WR I Amt per HCF,WR I Amt Low,WR I Amt High,WR I Amt per HCF Low,WR I Amt per HCF High,WR LI FBR,WR LI Amt per HCF,WR LI Amt Low,WR LI Amt High,WR LI Amt per HCF Low,WR LI Amt per HCF High,WR AI FBR,WR AI Amt per HCF,WR AI Amt Low,WR AI Amt High,WR AI Amt per HCF Low,WR AI Amt per HCF High,WR O FBR,WR O Amt per HCF,WR O Amt Low,WR O Amt High,WR O Amt per HCF Low,WR O Amt per HCF High,WR FS Surcharges,WR FS FBR,WR FS Amt per HCF,WR FS Amt Low,WR FS Amt High,WR FS Amt per HCF Low,WR FS Amt per HCF High,WR Other Surcharges,WR Other Surcharges Description,WR OS FBR,WR OS Amt per HCF,WR OS Amt Low,WR OS Amt High,WR OS Amt per HCF Low,WR OS Amt per HCF High,WR AVG Mon Res Cost,WR AVG Mon Res Cost 6 CCF,WR AVG Mon Res Cost 12 CCF,WR AVG Mon Res Cost 24 CCR,SYSTEM,EAR YEAR 
CA4500285,CALTRANS-LAKEHEAD SRRA,Transient Noncommunity Water System,State or Federal Government,P.O. BOX 496073,I-5 MILE POST 43.2,LAKEHEAD,96051,john_dobson@dot.ca.gov,0,N/A,Not Applicable,N/A,0,0,O,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,No,,,,,,,No,,,,,,,, ,0,0,0,SMALL,2015
CA4500289,CALTRANS-SHINGLETOWN SRRA,Transient Noncommunity Water System,State or Federal Government,P.O. BOX 496073,HWY 44 MILE POST 34.7,SHINGLETOWN,96088,John_dobson@dot.ca.gov,0,N/A,Not Applicable,N/A,0,0,O,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,No,,,,,,,No,,,,,,,, ,0,0,0,SMALL,2015
CA4700573,CALTRANS-DUNSMUIR GRADE INSP. FACILITY,Transient Noncommunity Water System,State or Federal Government,1500 MOTT RD,I-5 PM 6.1,MT SHASTA,96067,john_dobson@dot.ca.gov,0,N/A,Not Applicable,-,,,-,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,-,,,,,,,, ,0,0,0,SMALL,2015
CA4700554,CALTRANS-COLLIER REST STOP,Transient Noncommunity Water System,State or Federal Government,POB 494040,KLAMATH RIVER & I-5 PM 58.0,HORNBROOK,96044,John_dobson@dot.ca.gov,0,N/A,Not Applicable,N/A,0,0,O,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,No,,,,,,,No,,,,,,,, ,0,0,0,SMALL,2015
CA4700557,CALTRANS-WEED REST STOP,Transient Noncommunity Water System,State or Federal Government,,I-5 PM 25.4 Siskiyou County,EDGEWOOD,96094,john_dobson@dot.ca.gov,0,N/A,Not Applicable,-,,,-,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,-,,,,,,,, ,0,0,0,SMALL,2015
CA4700558,CALTRANS-GRASS LAKE REST STOP,Transient Noncommunity Water System,State or Federal Government,POB 494040,W/S HWY 97 PM 21.8,WEED,96094,john_dobson@dot.ca.gov,0,N/A,Not Applicable,N/A,,,-,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,-,,,,,,,, ,,,,SMALL,2015
CA5205006,CALTRANS-COTTONWOOD TRUCK INSP. FAC.,Nontransient Noncommunity Water System,State or Federal Government,19340 NORTHBOUND I-5, ,COTTONWOOD,96022,,0,N/A,Not Applicable,-,,,-,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,-,,,,,,,, ,0,0,0,SMALL,2015
CA5200602,CALTRANS-RED BLUFF REST-SB,Transient Noncommunity Water System,State or Federal Government,I-5  POST MILE 34.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SMALL,2015
CA5200603,CALTRANS-RED BLUFF REST-NB,Transient Noncommunity Water System,State or Federal Government,I-5  POST MILE 33.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SMALL,2015
CA1800531,CALTRANS-HONEY LAKE SRRA,Transient Noncommunity Water System,State or Federal Government,HIGHWAY 395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SMALL,2015
CA3200009,CALTRANS-MASSACK REST STOP,Transient Noncommunity Water System,State or Federal Government, ,TOURE 70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SMALL,2015
CA3200020,CALTRANS-L.T. DAVIS RESTSTOP,Transient Noncommunity Water System,State or Federal Government,HIGHWAY 70 EAST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SMALL,2015
CA3200022,CALTRANS-CHESTER SAFETY REST STOP,Transient Noncommunity Water System,State or Federal Government,ROUTE 63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SMALL,2015
CA2410301,CDPR-MCCONNELL,Transient Noncommunity Water System,State or Federal Government,31426 W. HIGHWAY 152, ,SANTA NELLA,95322,www.parks.ca.gov,1,N/A,Not Applicable,N/A,,,-,,,0,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,,,,, ,,,,SMALL,2015
CA2410302,CDPR-HATFIELD,Transient Noncommunity Water System,State or Federal Government,31426 WEST HIGHWAY 152, ,SANTA NELLA,95322,www.parks.ca.gov,1,N/A,Not Applicable,N/A,,,O,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,-,,,,,,,, ,,,,SMALL,2015
CA2410303,CDPR FOUR RIVERS DISTRICT-BASALT,Transient Noncommunity Water System,State or Federal Government,31426 WEST HIGHWAY 152, ,SANTA NELLA,95322,www.parks.ca.gov,1,-,,-,,,-,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,-,,,,,,,, ,,,,SMALL,2015
CA2410304,CDPR FOUR RIVERS DISTRICT-SAN LUIS CREEK,Transient Noncommunity Water System,State or Federal Government,31426 WEST HIGHWAY 152, ,SANTA NELLA,95322,www.parks.ca.gov,0,N/A,Not Applicable,-,,,-,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,-,,,,,,,, ,,,,SMALL,2015
CA2410305,CDPR-LOS BANOS CREEK,Transient Noncommunity Water System,State or Federal Government,31426 W HWY.152, ,SANTA NELLA,95322,www.parks.ca.gov,1,N/A,Not Applicable,-,,,-,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,-,,,,,,,, ,,,,SMALL,2015
CA2410306,CDPR-MEDEIROS,Transient Noncommunity Water System,State or Federal Government,31426 HWY.152, ,SANTA NELLA,95322,www.parks.ca.gov,0,N/A,Not Applicable,-,,,-,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,-,,,,,,,, ,,,,SMALL,2015
CA2410307,CDPR-DINOSAUR POINT,Transient Noncommunity Water System,State or Federal Government,31426 HWY. 152, ,SANTA NELLA,95322,www.parks.ca.gov,0,N/A,Not Applicable,N/A,,,O,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,-,,,,,,,, ,,,,SMALL,2015
CA1500324,WONDER ACRES WATER SYSTEM,Community Water System,Local Government,WONDER ACRES (TRACT 1482),WONDER ACRES (TRACT 1482),CITY OF CALIFORNIA CITY,93505,www.californiacity-ca.gov,89.6,VBVUR,Variable Base Rate ad Variable Usage Rate,5,10/14/2014,Rate increase plus usage tiers,M,1639,10/14/2014,44.22,0,4422,73.85,0,3.83,44.22,0,44.22,73.85,0,3.83,No,,,,,,,,147.23,0,147.23,3537.33,0,3.83,0,0,0,0,0,0,44.22,0,44.22,3537.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,,,,,,,No,,,,,,,, ,44.22,47.31,69.75,SMALL,2015
CA5400703,QUAIL VALLEY REC VILLAGE,Transient Noncommunity Water System,Privately owned business (non-community),40587 HOT SPRINGS ROAD, ,CA HOT SPRINGS,93207,,1,N/A,Not Applicable,-,,,-,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,-,,,,,,,, ,,,,SMALL,2015
CA3901209,ST MARYS HIGH SCHOOL,Nontransient Noncommunity Water System,Local Government, 5648 N. El Dorado St., ,STOCKTON,95207,,N/A,N/A,Not Applicable,-,,,-,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,-,,,,,,,, ,,,,SMALL,2015
CA2000885,RIPPERDAN DEHYDRATOR,Transient Noncommunity Water System,Privately owned business (non-community), , ,MADERA,93637,,na,-,,-,,,-,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,-,,,,,,,, ,,,,SMALL,2015
CA1000381,SUN MAID GROWERS OF CALIFORNIA,Nontransient Noncommunity Water System,-,13525 S BETHEL, ,KINGSBURG,93631,,0,N/A,Not Applicable,N/A,,,O,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,-,,,,,,,, ,,,,SMALL,2015
CA5400543,SUGARLOAF VILLAGE MUTUAL W C,Transient Noncommunity Water System,Privately owned Mutual Water Company or Association,SUGARLOAF VILLAGE, ,POSEY,93260,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SMALL,2015
CA5510851,CDCR - SIERRA CONSERVATION CENTER,Community Water System,State or Federal Government,5100 O BYRNES FERRY ROAD, ,JAMESTOWN,95327,matt.seldon@cdcr.ca.gov,3158,N/A,Not Applicable,N/A,n/a,n/a,O,n/a,n/a,0,0,0,0,0,0,0,0,0,0,0,0,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,No,0,0,0,0,0,0,No,0,0,0,0,0,0,0, ,0,0,0,SMALL,2015
CA2400315,MERCED FRUIT BARN,Transient Noncommunity Water System,Privately owned business (non-community),4526 E. HWY 140, ,MERCED,95340,,4,N/A,Not Applicable,N/A,n/a,n/a,-,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,No,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,No,n/a,n/a,n/a,n/a,n/a,n/a,No,,n/a,n/a,n/a,n/a,n/a,n/a, ,n/a,n/a,n/a,SMALL,2015
CA1502418,INDIAN WELLS LODGE,Transient Noncommunity Water System,Privately owned business (non-community),P.O. BOX 1781,2565 HIGHWAY 14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SMALL,2015
CA5103335,LIVE OAK CHILD CARE CENTER,Nontransient Noncommunity Water System,Privately owned business (non-community),1990 ARCHER AVENUE, ,LIVE OAK,95953,,0,N/A,Not Applicable,N/A,00/00/0000,00/00/0000,-,0,00/00/0000,0,0,0,0,0,0,0,0,0,0,0,0,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,,,,,,,No,,,,,,,, ,0,0,0,SMALL,2015
CA3110051,NORTHSTAR CSD - MARTIS VALLEY,Community Water System,Local Government,908 Northstar Drive, ,Truckee,96161,http://www.northstarcsd.org,2558,VBVUR,Variable Base Rate ad Variable Usage Rate,4,1/1/2015,Prior ownership made the changes.,BM,383,10/1/2015,n/a,n/a,56.1,227.25,0.42,0.56,n/a,n/a,n/a,n/a,n/a,n/a,No,,,,,,,,n/a,n/a,56.1,227.25,0.42,0.56,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,Yes,n/a,n/a,18.82,358.9,0.42,0.56,Yes,,n/a,n/a,n/a,n/a,0,0.18, ,75.86,78.8,85.12,SMALL,2015
CA1210015,WILLOW CREEK C.S.D.,Community Water System,Local Government,P.O. BOX 8,135 WILLOW RD.,WILLOW CREEK,95573,willowcreekcsd.com,1740,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SMALL,2015
CA5403102,NEW LEAF COLD STORAGE,Nontransient Noncommunity Water System,Privately owned business (non-community),3170 AVENUE 360, ,TRAVER,93673,,0,-,,-,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,-,,,,,,,-,,,,,,,, ,0,0,0,SMALL,2015
CA1210022,RESORT IMPRVMT. DIST. #1,Community Water System,Local Government,9126 SHELTER COVE ROAD,9126 SHELTER COVE ROAD,WHITETHORN,95589,www.sheltercove-ca.gov,693,BVUR,Base Rate + Variable Usage Rate,3,Sep-15,Rates raised.,M,11350,Sep-15,27.28,N/A,N/A,N/A,5.35,8.02,27.28,N/A,N/A,N/A,5.35,8.02,No,,,,,,,,N/A,,,,,,N/A,,,,,,N/A,,,,,,NA,,,,,,N/A,,,,,,No,,,,,,,No,,,,,,,, ,N/A,N/A,N/A,SMALL,2015
CA5400743,SEQUOIA MOTEL 1 & 2,Transient Noncommunity Water System,Privately owned business (non-community),43000 SIERRA DR., ,THREE RIVERS,93271,chris@sequoiamotel.com,18,N/A,Not Applicable,-,,,-,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,-,,,,,,,, ,,,,SMALL,2015
CA3901197,OAK RIDGE WINERY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SMALL,2015
CA3901238,MOKELUMNE BEACH RV PARK,Transient Noncommunity Water System,Privately owned business (non-community), 18450 N Hwy 99, ,ACAMPO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SMALL,2015
CA1502194,SIERRA VISTA RESTAURANT,Transient Noncommunity Water System,Privately owned business (non-community),P.O. BOX 2029,HWY 178,LAKE ISABELLA,93240,,0,-,,-,,,-,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,-,,,,,,,, ,,,,SMALL,2015
CA5304109,BURNT RANCH ESTATES,Community Water System,Privately owned Mutual Water Company or Association,P.O. BOX 102, ,BURNT RANCH,95527,,115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SMALL,2015
CA5400792,WOODVILLE FARM LABOR CENTER,Community Water System,Local Government,16153 RD 192, ,WOODVILLE,93257,,705,N/A,Not Applicable,-,,,-,,,0,0,0,0,0,0,0,0,0,0,0,0,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,0,0,,0,0,0,No,,0,0,0,0,0,0, ,0,0,0,SMALL,2015
CA5400631,LINNELL FARM LABOR CENTER,Community Water System,Local Government,1436-3 N. MARIPOSA AVE., ,VISALIA,93292,,705,N/A,Not Applicable,-,N/A,N/A,-,N/A,N/A,0E,0,0,0,0,0,0,0,0,0,0,0,No,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,0,0,0,0,0,0,No,,0,0,0,0,0,0, ,0,0,0,SMALL,2015
CA5403086,MARTELLA LIVESTOCK AUCTION,Transient Noncommunity Water System,Privately owned business (non-community),16140 HWY 99, ,TIPTON,93272,,2,-,,-,,,-,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,-,,,,,,,, ,,,,SMALL,2015
CA4500094,RIVERLAND MOBILEHOME PARK,Community Water System,Privately owned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SMALL,2015
CA2000682,AZTECA MILLING LP #1(VALLEY GRAIN),Nontransient Noncommunity Water System,Privately owned business (non-community),23865 Avenue 18,,Madera,93639,,0,N/A,Not Applicable,N/A,,,-,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,-,,,,,,,, ,,,,SMALL,2015
CA4710012,HAPPY CAMP C.S.D.,Community Water System,Local Government,108 Davis Rd.,P.O. Box 1129,HAPPY CAMP,96039,,1100,BUUR, Base Rate + Uniform Usage Rate: Single flat base rate charge plus a charge per 100 cubic feet (hcf) that is same regardless of how much is used.,-,6/1/2013,rate raised from $30 to $40,M,1000,4/14/1999,40,.50 per 1.34 ,,,,,40,.50 per 1.34,,,,,No,,,,,,,,40,.50 per 1.34,,,,,40,.50 per 1.34,,,,,40,.50 per 1.34,,,,,40,.50 per 1.34,,,,,40,.50 per 1.34,,,,,No,,,,,,,No,,,,,,,, ,40,40,40,SMALL,2015
CA3901330,CHEROKEE FREIGHT LINES WATER SYSTEM,Transient Noncommunity Water System,Privately owned business (non-community),3655 E CHEROKEE RD, ,STOCKTON,95205,,N/A,N/A,Not Applicable,-,N/A,N/A,-,N/A,N/A,N/A,,,,,,N/A,,,,,,-,N/A,,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,-,,,,,,,, ,N/A,N/A,N/A,SMALL,2015
CA5403081,PETERS FRUIT FARMS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SMALL,2015
CA5500181,LOST DUTCHMAN MINING ASSOC,Transient Noncommunity Water System,Privately owned business (non-community),,,,,findmooregold@gmail.com,N/A,N/A,Not Applicable,-,,,-,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,-,,,,,,,, ,,,,SMALL,2015
CA5500210,HISTORIC PRIEST STATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SMALL,2015
CA2400233,GONZALES FOOD FACILITY, ,Privately owned business (non-community),16447 ELGIN AVE., ,DOS PALOS,93620,,N/A,-,,-,,,-,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,-,,,,,,,, ,,,,SMALL,2015
CA2400077,LILA S RESTAURANT (FKA HERMANAS CAFE),Transient Noncommunity Water System,-,,,,,,NA,-,,-,,,-,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,-,,,,,,,, ,,,,SMALL,2015
CA1907036,NEW APOSTOLIC CHURCH,Transient Noncommunity Water System,Privately owned business (non-community),28877 Bouquet Canyon Rd,,Saugus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SMALL,2015
CA1900145,REESEDALE MUTUAL,Community Water System,Privately owned Mutual Water Company or Association,8627 e ave j,Lancaster  93535,,,,75.9,BUUR, Base Rate + Uniform Usage Rate: Single flat base rate charge plus a charge per 100 cubic feet (hcf) that is same regardless of how much is used.,N/A,3/1/2014,Raised Base Rate,M,$150 ,3/1/2014,70,0.75,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,-,,,,,,,, ,70,70,70,SMALL,2015
CA3107332,BEAR VALLEY YMCA CAMP,Transient Noncommunity Water System,Privately owned business (non-community), 10425 Bowman Lake Road, ,EMIGRANT GAP,95715,ymcasuperiorcal.org,0,N/A,Not Applicable,-,,,O,,,0,0,0,0,0,0,0,0,0,0,0,0,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,0,0,0,0,0,0,No,,0,0,0,0,0,0, ,0,0,0,SMALL,2015
CA4000689,SYCAMORE MINERAL SPRINGS RESORT,Nontransient Noncommunity Water System,Privately owned business (non-community),1215 AVILA BEACH DR, ,SAN LUIS OBISPO,93405,http://www.sycamoresprings.com/,0,N/A,Not Applicable,-,,,O,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,-,,,,,,,, ,0,0,0,SMALL,2015
CA0706029,EXCELSIOR MIDDLE SCHOOL,Nontransient Noncommunity Water System,Local Government, 14301 Byron Hwy, ,BYRON,94514,byronunionschooldistrict.us,0,-,,-,,,-,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,-,,,,,,,, ,,,,SMALL,2015
CA0202501,DIAMOND VALLEY SCHOOL,Nontransient Noncommunity Water System,Local Government, 43 Hawkside Drive, ,MARKLEEVILLE,96120,http://alpinecoe.k12.ca.us/,0,N/A,Not Applicable,-,,,-,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,-,,,,,,,, ,,,,SMALL,2015
CA0202503,WOODFORDS MUTUAL WATER COMPANY,Community Water System,Privately owned Mutual Water Company or Association, 111 Barber Road, ,MARKLEEVILLE,96120,,50,FBR,Flat Base Rate: Basic charge that all customers pay,N/A,10/1/2015,No Changes,O,n/a,,200,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,-,,,,,,,, ,,,,SMALL,2015
CA0202599,EARLY LEARNING CENTER,Transient Noncommunity Water System,Local Government, 100 Foothill Road, ,MARKLEEVILLE,96120,,0,N/A,Not Applicable,-,,,-,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,-,,,,,,,, ,,,,SMALL,2015
CA0707519,DUTCH SLOUGH WATER WORKS,Community Water System,Privately owned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SMALL,2015
CA0707597,SANDY POINT MOBILE HOME PARK,Community Water System,Privately owned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SMALL,2015
CA0707576,PLEASANTIMES MUTUAL WATER CO,Community Water System,Privately owned Mutual Water Company or Association, , ,BETHEL ISLAND,94511,none,627,BVUR,Base Rate + Variable Usage Rate,2,1/1/2015,Added a second tier,O,$5 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SMALL,2015
CA4200702,VIEJA MUTUAL WATER CO.,Community Water System,Privately owned Mutual Water Company or Association, 1000 Vista de la Mesa Drive, ,SANTA BARBARA,93110,None,70,FBR,Flat Base Rate: Basic charge that all customers pay,N/A,11/16/2015,Raised Monthly Rate to $225,M,,,$225/month,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,,,,, ,,,,SMALL,2015
CA4400595,VILLA DEL MONTE MWC,Community Water System,Privately owned Mutual Water Company or Association, Skyview Terrace & Evergreen Lane, APN 096-029-37,LOS GATOS,95033,http://vdmwater.org/index.htm,347,BVUR,Base Rate + Variable Usage Rate,5,4/15/2016,upgraded lift charges from SJWC,M,$9 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SMALL,2015
CA2400249,LIVINGSTON PROPERTIES,Transient Noncommunity Water System,Privately owned business (non-community),5021 N. LINCOLN BLVD, ,LIVINGSTON,95334,nanacourt@gmail.com,12,N/A,Not Applicable,N/A,n/a,n/a,O,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,-,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,b/a,n/a,n/a,No,n/a,n/a,n/a,n/a,n/a,n/a,No,n/a,m/a,n/a,n/a,n/a,n/a,n/a, ,0,0,0,SMALL,2015
CA5700785,SEMINIS VEGETABLE SEED,Nontransient Noncommunity Water System,Privately owned business (non-community), 37437 State Highway 16, ,WOODLAND,95695,,0,N/A,Not Applicable,-,,,-,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,-,,,,,,,, ,,,,SMALL,2015
